OBJECTID,ZIPCode,Cases,Deaths,TotalPop,Place,Note,RatePer10K,properties.RatePer100K,Shape__Area,Shape__Length
22,27041,144.0,2.0,8020,Pilot Mountain,,154.613466334165,179.551122194514,1629462738.40637,324677.141569035
23,27042,23.0,1.0,720,Pine Hall,,291.666666666667,319.444444444444,290758639.069458,113971.243586081
24,27043,131.0,1.0,6442,Pinnacle,,167.649798199317,203.352995963986,1935795027.06067,395674.180712496
25,27045,242.0,3.0,9583,Rural Hall,,231.660231660232,252.530522800793,666085549.25769,154538.589918543
26,27046,37.0,1.0,1953,Sandy Ridge,,174.091141833077,189.452124935996,1237681699.0647,217125.573744555
27,27047,36.0,0.0,1279,Siloam,,234.558248631744,281.469898358092,576295820.815674,144984.839113672
28,27048,233.0,1.0,8902,Stoneville,,222.421927656706,261.738935070771,2355000804.03674,325454.766660313
29,27050,70.0,1.0,4084,Tobaccoville,,144.466209598433,171.400587659158,703876500.567505,219088.1792708
30,27051,164.0,3.0,8287,Walkertown,,176.179558344395,197.900325811512,524680317.775635,151066.808563308
31,27052,195.0,6.0,10061,Walnut Cove,,179.902594175529,193.817711957062,2710320219.82117,403203.611044297
32,27053,34.0,1.0,3156,Westfield,,88.7198986058302,107.731305449937,2152815477.55933,413464.446930882
33,27054,60.0,0.0,2608,Woodleaf,,222.39263803681,230.061349693252,778193820.583862,201172.963339102
34,27055,514.0,2.0,14521,Yadkinville,,318.848564148475,353.970112251222,3115987965.39453,403366.49229781
35,27101,491.0,15.0,24321,Winston Salem,,173.101434973891,201.88314625221,356085731.400146,162957.922513793
36,27103,865.0,17.0,36071,Winston Salem,,222.062044301516,239.804829364309,527249856.672729,146399.561156354
37,27104,687.0,11.0,29383,Winston Salem,,206.922370077936,233.808664874247,337669863.683838,130394.134288752
38,27105,1350.0,11.0,40186,Winston Salem,,310.058229234062,335.937888817001,950547784.577881,208375.813794777
39,27106,1206.0,10.0,51378,Winston Salem,,215.851142512359,234.730818638328,787324720.967285,203893.681115083
40,27107,1557.0,16.0,52432,Winston Salem,,274.259993896857,296.956057369545,1859279716.41162,319111.813640457
41,27127,1090.0,11.0,38510,Winston Salem,,259.4131394443,283.043365359647,820319160.873047,213438.375685158
42,27157,13.0,0.0,5,Winston Salem,,,,827769.094482422,4216.57245655308
43,27203,975.0,22.0,21876,Asheboro,,431.523130371183,445.693911135491,589408161.410522,188062.356665824
44,27205,1011.0,12.0,34549,Asheboro,,262.81513213117603,292.627861877334,6255653514.79199,588011.232518038
45,27207,126.0,2.0,3806,Bear Creek,,307.409353652128,331.056227009984,2300194678.82397,473699.237818467
46,27208,58.0,0.0,1691,Bennett,,301.596688350089,342.992312241277,1029479783.1405,215638.108979383
47,27209,341.0,22.0,4151,Biscoe,,811.852565646832,821.488797880029,1198089302.20734,259108.004034657
48,27212,206.0,0.0,1600,Blanch,,1237.5,1287.5,1328181375.12305,277007.39975067
49,27214,247.0,1.0,11747,Browns Summit,,186.43057801992,210.266451008768,1414533235.94788,324969.092830869
50,27215,1211.0,16.0,44892,Burlington,,245.92354985298,269.75853158692,1827823774.30115,298200.358945539
51,27217,1942.0,50.0,39111,Burlington,,475.825215412544,496.535501521311,3473433663.33496,513818.51476852
52,27229,245.0,7.0,4014,Candor,,592.924763328351,610.363726955655,2747739848.89313,367384.611313313
53,27231,29.0,0.0,2048,Cedar Grove,,131.8359375,141.6015625,987771348.581177,209108.769362036
54,27233,51.0,1.0,3647,Climax,,120.647107211407,139.840965176858,703252829.253662,187154.002103638
55,27235,108.0,1.0,4575,Colfax,,203.27868852459,236.065573770492,380654027.583252,148521.339190303
56,27239,187.0,5.0,9629,Denton,,173.434416865718,194.205005711912,4319759872.9696,429373.198159064
57,27242,66.0,0.0,2668,Eagle Springs,,247.376311844078,247.376311844078,1480408484.01825,321391.030328654
58,27243,88.0,1.0,4665,Efland,,180.064308681672,188.638799571275,1142332751.10315,311755.144165646
59,27244,655.0,6.0,16259,Elon,,345.654714312073,402.853804046989,1541989025.453,399696.340130384
60,27248,102.0,3.0,4835,Franklinville,,186.142709410548,210.961737331954,942909114.352783,215710.992817749
61,27249,249.0,2.0,13355,Gibsonville,,171.471359041557,186.447023586672,1679803774.77087,397477.611919868
62,27252,25.0,1.0,2264,Goldston,,92.756183745583,110.424028268551,1142470673.17163,220926.147155476
63,27253,1154.0,16.0,31464,Graham,,352.784134248665,366.768370200865,2351372927.78931,521476.969804177
64,27258,194.0,3.0,7740,Haw River,,239.018087855297,250.645994832041,473631125.268677,312686.877842211
65,27260,743.0,17.0,25696,High Point,,273.972602739726,289.150062266501,348441568.963501,133229.878739789
66,27262,646.0,7.0,24764,High Point,,250.363430786626,260.862542400258,368730084.700928,171087.864383377
67,27263,684.0,12.0,22320,High Point,,282.706093189964,306.451612903226,1121512604.52234,249658.228757679
68,27265,1082.0,26.0,50038,High Point,,201.047204124865,216.235660897718,1172957282.41284,307481.490778656
69,27268,210.0,0.0,1695,High Point,,1227.13864306785,1238.93805309735,2495618.64758301,8251.66869064816
70,27278,482.0,1.0,27181,Hillsborough,,165.924726831242,177.329752400574,2885765742.02771,502574.675043234
71,27281,82.0,0.0,3710,Jackson Springs,,212.938005390836,221.024258760108,2095606802.2608,479969.724586594
72,27282,350.0,7.0,16597,Jamestown,,190.998373199976,210.881484605652,404066994.873657,168803.970950205
73,27283,56.0,1.0,2982,Julian,,177.733065057009,187.793427230047,711286368.914917,161239.518798817
74,27284,1292.0,16.0,56201,Kernersville,,201.597836337432,229.889147879931,2233069317.10205,420748.080109325
75,27288,694.0,6.0,23585,Eden,,253.12698749205,294.254822980708,1951079100.05676,304615.616752016
76,27291,45.0,0.0,1538,Leasburg,,279.583875162549,292.5877763329,1492904663.44434,314720.365319101
77,27292,969.0,7.0,41465,Lexington,,218.256360786205,233.691064753406,4270233445.18579,407599.915340798
78,27295,920.0,17.0,39191,Lexington,,209.99719323314,234.747773723559,3631502180.53174,466742.919509858
79,27298,204.0,0.0,10440,Liberty,,181.992337164751,195.402298850575,2639148530.03284,431527.987760386
80,27299,144.0,0.0,5254,Linwood,,239.817282070803,274.076893795204,822543412.257813,203597.604040365
81,27301,194.0,2.0,10019,Mc Leansville,,165.685198123565,193.632099011877,900133716.655151,287107.537324028
82,27302,657.0,0.0,32302,Mebane,,189.77153117454,203.392978762925,3198656461.27478,644303.59427532
83,27305,54.0,1.0,1585,Milton,,334.384858044164,340.694006309148,687167820.539429,263836.485514183
84,27306,212.0,6.0,5945,Mount Gilead,,334.735071488646,356.602186711522,5305900334.83325,426306.558627535
85,27310,152.0,1.0,8562,Oak Ridge,,154.1695865452,177.528614809624,526240082.103149,140986.043049622
86,27311,56.0,0.0,3220,Pelham,,158.385093167702,173.913043478261,1338371966.32642,293760.993606137
87,27312,315.0,23.0,22205,Pittsboro,,131.051564962846,141.859941454627,5005768374.64233,617961.777569282
88,27313,160.0,17.0,7288,Pleasant Garden,,201.701427003293,219.53896816685,760352714.59021,181619.740165306
89,27314,17.0,1.0,1138,Prospect Hill,,131.810193321617,149.384885764499,773578280.842896,162162.976448062
90,27315,29.0,0.0,2140,Providence,,126.168224299065,135.514018691589,697810511.310425,179457.95829655
91,27316,274.0,12.0,7156,Ramseur,,368.921185019564,382.895472330911,1975410509.03577,278228.393914438
92,27317,463.0,6.0,17851,Randleman,,225.197467928968,259.369223012716,1700826686.43616,339539.515262609
93,27320,796.0,9.0,38894,Reidsville,,174.319946521314,204.658816269862,6966725984.64832,658218.836963247
94,27325,281.0,2.0,7676,Robbins,,355.653986451277,366.07608129234,2401051783.47894,409075.895347679
95,27326,80.0,2.0,3692,Ruffin,,176.056338028169,216.684723726977,1884156536.74561,359587.547530237
96,27330,1402.0,17.0,39529,Sanford,,340.509499354904,354.676313592552,6011213414.18433,528161.840140257
97,27332,999.0,9.0,33549,Sanford,,283.465975140839,297.773406062774,2996782209.29614,417113.164836099
98,27340,,,34,Saxapahaw,Population <500 and Cases <5,,,694758.987792969,3852.87240074502
99,27341,111.0,0.0,5820,Seagrove,,159.79381443299,190.721649484536,2678433259.4787,311632.157547413
100,27343,27.0,0.0,1840,Semora,,125.0,146.739130434783,1390260353.39624,348769.311430722
101,27344,1083.0,23.0,19290,Siler City,,537.584240539139,561.430793157076,4591228058.44531,607903.308882544
102,27349,93.0,1.0,5850,Snow Camp,,129.91452991453,158.974358974359,1831279532.651,381750.490582419
103,27350,150.0,1.0,7508,Sophia,,171.816728822589,199.786893979755,1066449848.573,204602.636460839
104,27355,78.0,0.0,3196,Staley,,212.765957446809,244.055068836045,1016358702.6969,245160.332752788
105,27356,103.0,1.0,3513,Star,,278.963848562482,293.196697978935,1815293543.21783,348288.37985576
106,27357,190.0,1.0,8325,Stokesdale,,200.600600600601,228.228228228228,1273124268.28796,223115.118835702
107,27358,316.0,1.0,15960,Summerfield,,170.426065162907,197.994987468672,1557557662.14905,323017.176053331
108,27360,1432.0,17.0,48331,Thomasville,,277.461670563406,296.290165732139,2458732404.91687,372395.85217249
109,27370,343.0,1.0,14622,Trinity,,206.538093284092,234.578033100807,1663817222.16028,344702.900725307
110,27371,289.0,3.0,7778,Troy,,357.418359475444,371.560812548213,4076136455.00793,473833.643450898
111,27376,204.0,6.0,9884,West End,,199.312019425334,206.394172399838,1781050002.06519,320932.333330313
112,27377,214.0,0.0,9597,Whitsett,,202.14650411587,222.986349901011,736936774.92627,183024.518653502
113,27379,137.0,3.0,6057,Yanceyville,,214.627703483573,226.184579824996,2663338769.75159,422550.665080929
114,27401,536.0,11.0,20221,Greensboro,,240.344196627269,265.070965827605,171748092.127686,100334.769337553
115,27403,403.0,9.0,21278,Greensboro,,168.718864554939,189.397499765016,159396286.028687,87465.2545388649
116,27405,1442.0,21.0,52510,Greensboro,,248.5240906494,274.614359169682,886695637.391357,284328.526421691
117,27406,1447.0,47.0,60755,Greensboro,,218.582832688668,238.169697967245,1894160074.00403,327705.317343953
118,27407,1315.0,15.0,49837,Greensboro,,240.182996568814,263.860184200494,840498790.451172,227731.576408348
119,27408,316.0,1.0,17406,Greensboro,,159.140526255314,181.546593128806,221403500.549561,80148.1616765212
120,27409,364.0,3.0,17953,Greensboro,,184.927310198853,202.751629254164,603872824.646484,239783.02449594
121,27410,921.0,8.0,56968,Greensboro,,140.780789214998,161.66970931049,859363574.914917,272309.563854046
122,27411,13.0,0.0,847,Greensboro,,118.063754427391,153.482880755608,713742.998291016,5860.23208289576
123,27412,11.0,0.0,1886,Greensboro,,47.7200424178155,58.3244962884411,4771290.83532715,13054.7888333439
124,27455,575.0,11.0,29197,Greensboro,,170.907969996917,196.938041579614,816075696.678345,198282.860420201
125,27498,,,13,Greensboro,Population <500 and Cases <5,,,3369264.12316895,7774.18760349114
126,27501,563.0,4.0,21338,Angier,,242.759396382041,263.848533133377,1683348454.90833,329143.189780915
127,27502,564.0,4.0,43747,Apex,,122.7512743731,128.923126157222,840126405.51062,242725.298081049
128,27503,51.0,0.0,7222,Bahama,,62.309609526447,70.6175574633066,1054708975.44934,246183.053747647
129,27504,484.0,7.0,16320,Benson,,278.799019607843,296.56862745098,2584462015.08862,486262.181304732
130,27505,206.0,5.0,7308,Broadway,,265.462506841817,281.882868089765,1509842573.20557,320128.840505679
131,27507,48.0,1.0,2053,Bullock,,209.449585971749,233.804188991719,1354883649.98218,266873.357504053
132,27508,61.0,0.0,2340,Bunn,,239.316239316239,260.683760683761,312599782.273071,114289.902416244
133,27509,821.0,29.0,6935,Butner,,1094.44844989185,1183.85003604903,507253453.414795,156294.942704551
134,27510,339.0,5.0,14543,Carrboro,,222.787595406725,233.101835934814,88705554.5671387,57867.6032694508
135,27511,564.0,3.0,34041,Cary,,156.575893775153,165.682559266767,333520579.048462,98702.6527265331
136,27513,574.0,4.0,49003,Cary,,111.013611411546,117.135685570271,474399121.186279,162336.294574525
137,27514,804.0,21.0,32847,Chapel Hill,,237.16016683411,244.771211982829,579057212.663452,190879.985276748
138,27516,906.0,12.0,44117,Chapel Hill,,192.44282249473,205.363011990843,2564236091.9281,438904.079251583
139,27517,434.0,5.0,28831,Chapel Hill,,144.635982102598,150.532413027644,1520140847.99951,299162.993678501
140,27518,271.0,1.0,22765,Cary,,108.939160992752,119.042389633209,262665807.612671,130741.025823352
141,27519,656.0,4.0,59960,Cary,,99.733155436958,109.406270847231,609072010.422363,166930.324843009
142,27520,1282.0,30.0,43958,Clayton,,270.030483643478,291.642021930024,1962402119.35425,374945.851452289
143,27521,205.0,3.0,7149,Coats,,260.176248426353,286.753392082809,721041350.168091,174373.299688566
144,27522,341.0,2.0,13652,Creedmoor,,221.945502490478,249.780251977732,2172960809.67273,361578.814896966
145,27523,185.0,0.0,12782,Apex,,136.911281489595,144.734783289,1210964088.06177,294058.887697931
146,27524,484.0,5.0,13532,Four Oaks,,350.280815843926,357.670706473544,3831785222.9375,530912.577014992
147,27525,355.0,1.0,15534,Franklinton,,217.587228015965,228.530964336295,2660281050.9928,421324.476104612
148,27526,935.0,15.0,54027,Fuquay Varina,,160.290225257742,173.061617339478,2787678657.25134,460586.982042285
149,27527,605.0,1.0,30234,Clayton,,186.214195938348,200.10584110604,1261348608.45837,213730.175971786
150,27529,1304.0,30.0,53854,Garner,,225.052920860103,242.136145875887,1666161335.17407,336033.618547781
151,27530,1234.0,34.0,40212,Goldsboro,,288.222421167811,306.873570078584,2920081393.96802,465673.796837526
152,27531,4.0,0.0,666,Goldsboro,,45.045045045045,60.0600600600601,123956304.007813,71472.4653387502
153,27534,1105.0,27.0,31819,Goldsboro,,317.734686822339,347.276784311261,1995982542.31616,394454.137280507
154,27536,550.0,32.0,16459,Henderson,,315.328999331673,334.163679445896,359552678.037964,148817.062353839
155,27537,664.0,13.0,25321,Henderson,,235.772678804155,262.232929189211,5545289733.50195,795404.906342346
156,27539,393.0,3.0,26567,Apex,,139.646930402379,147.927880453194,805959451.628174,335082.894750929
157,27540,602.0,2.0,39075,Holly Springs,,143.82597568778,154.06269993602,1299006108.57275,339054.617126205
158,27541,71.0,1.0,4044,Hurdle Mills,,148.367952522255,175.568743818002,1979862536.66309,328579.598479954
159,27542,238.0,3.0,10043,Kenly,,226.028079259185,236.980981778353,2499059670.1123,366253.348192187
160,27544,78.0,1.0,4291,Kittrell,,172.453973432766,181.775809834537,1645813165.28467,322022.503716068
161,27545,905.0,22.0,30327,Knightdale,,280.608039041118,298.413954561942,885541868.759766,219250.012614228
162,27546,758.0,38.0,22436,Lillington,,316.901408450704,337.849884114815,3433026188.83105,510775.88711738
163,27549,684.0,28.0,25224,Louisburg,,248.572787821123,271.170313986679,6636124442.18066,817297.028533166
164,27551,29.0,1.0,2205,Macon,,131.519274376417,131.519274376417,2443966870.98499,402849.299843212
165,27553,97.0,0.0,2030,Manson,,433.497536945813,477.832512315271,1245206626.07959,217969.561788749
166,27556,11.0,0.0,298,Middleburg,,335.570469798658,369.127516778524,67850312.0914307,63490.7222823736
167,27557,228.0,2.0,9214,Middlesex,,231.169958758411,247.449533318863,2046463550.40088,338861.342265204
168,27559,46.0,0.0,2874,Moncure,,135.699373695198,160.055671537926,1458825370.29968,366837.077035256
169,27560,516.0,3.0,33691,Morrisville,,142.174467958802,153.156629366893,794384947.373291,268297.11970144
170,27562,39.0,0.0,2791,New Hill,,128.986026513794,139.734862056611,1862081556.93738,349507.762295745
171,27563,131.0,1.0,5312,Norlina,,225.903614457831,246.611445783133,1943381370.69177,412640.540954252
172,27565,838.0,25.0,26057,Oxford,,301.646390605212,321.602640365353,9219811779.9552,826827.222809144
173,27569,330.0,0.0,8984,Princeton,,335.040071237756,367.319679430098,2107084820.73511,313917.550563748
174,27571,124.0,0.0,7385,Rolesville,,148.95057549086,167.907921462424,149121249.193359,94251.9264704589
175,27572,98.0,1.0,7316,Rougemont,,120.284308365227,133.952979770366,3003228111.9873,397658.617230022
176,27573,236.0,9.0,11561,Roxboro,,183.375140558775,204.134590433354,501787874.430542,219611.309648669
177,27574,255.0,0.0,15232,Roxboro,,158.876050420168,167.410714285714,5527133817.3114,691755.452465683
178,27576,789.0,8.0,20197,Selma,,377.283755013121,390.652077041145,2407427117.65723,339571.106645256
179,27577,1002.0,9.0,25214,Smithfield,,369.635916554295,397.398270801935,2877290650.99841,416726.966278933
180,27581,84.0,0.0,3956,Stem,,187.057633973711,212.335692618807,1038615853.81189,246789.101888964
181,27583,161.0,0.0,7012,Timberlake,,202.50998288648,229.606389047347,1327957318.65857,326956.719649922
182,27587,1396.0,33.0,74087,Wake Forest,,172.094969427835,188.427119467653,3132804734.81897,700749.84181148
183,27589,226.0,4.0,8312,Warrenton,,252.64677574591,271.896053897979,4790731000.68542,626837.217934379
184,27591,647.0,4.0,23448,Wendell,,257.164790174002,275.929716820198,1913446220.02844,380727.392057269
185,27592,359.0,1.0,17368,Willow Spring,,186.549976969139,206.701980654076,1090932847.86865,312475.180771683
186,27596,349.0,1.0,18655,Youngsville,,169.927633342267,187.081211471455,1519151285.28821,344366.073155402
187,27597,639.0,6.0,25494,Zebulon,,223.189770141994,250.647211108496,3191967656.80884,568385.679042481
188,27599,16.0,0.0,0,Chapel Hill,,,,4275416.30163574,15555.1510255833
189,27601,226.0,2.0,12139,Raleigh,,171.348546008732,186.17678556718,49970514.2080078,41226.7428180515
190,27603,1390.0,6.0,55479,Raleigh,,235.945132392437,250.545251356369,1420350588.63403,346107.072534996
191,27604,1493.0,32.0,47645,Raleigh,,293.000314828418,313.359219225522,550434833.049927,194088.121184431
192,27605,134.0,3.0,5253,Raleigh,,226.537216828479,255.092328193413,26954475.7900391,26465.2700663817
193,27606,1033.0,3.0,47938,Raleigh,,201.510284116984,215.486670282448,750229681.939209,267151.497057326
194,27607,793.0,3.0,30296,Raleigh,,247.557433324531,261.750726168471,519162282.902344,200611.380547666
195,27608,224.0,1.0,11603,Raleigh,,174.092907006809,193.053520641213,91889809.9622803,55583.7467967219
196,27609,904.0,13.0,38631,Raleigh,,217.959669695322,234.008956537496,310136046.756592,95880.163026763
197,27610,2893.0,46.0,74203,Raleigh,,371.413554708031,389.876420090832,1211166911.84558,327751.489063642
198,27612,746.0,7.0,39208,Raleigh,,173.944093042236,190.267292389308,428868509.332275,164483.082879678
199,27613,716.0,8.0,46521,Raleigh,,138.217149244427,153.908987339051,675406849.409912,184431.643996557
200,27614,557.0,8.0,37689,Raleigh,,136.379314919473,147.788479397172,829063194.918701,218912.319813944
201,27615,851.0,20.0,46038,Raleigh,,171.814587949086,184.847300056475,525952454.993774,134192.839940925
202,27616,1564.0,7.0,55260,Raleigh,,261.853058269996,283.025696706478,646426991.218628,201092.505637391
203,27617,324.0,2.0,19511,Raleigh,,150.684229409051,166.060171185485,230483847.672241,125016.743498849
204,27701,841.0,7.0,26489,Durham,,301.257125599305,317.490278983729,147212202.097778,89264.6755119976
205,27703,2154.0,13.0,61351,Durham,,331.534938305814,351.094521686688,1376809528.09961,349864.156739061
206,27704,1863.0,18.0,39369,Durham,,453.910437145978,473.214966090071,1307759376.10449,279407.953507315
207,27705,1557.0,46.0,48078,Durham,,308.665085902076,323.848745788094,1155101566.94189,288440.086812307
208,27706,,,10,Durham,Population <500 and Cases <5,,,1281872.18347168,6816.757693542
209,27707,1388.0,5.0,47036,Durham,,280.423505400119,295.093120163279,551326002.510864,228660.826032165
210,27708,19.0,0.0,4635,Durham,,38.8349514563107,40.9924487594391,24140532.868042,39624.2440738689
211,27709,31.0,0.0,4,Durham,,,,166810196.870483,93465.8554704913
212,27710,,,0,Durham,,,,3645590.83996582,9509.21127183631
213,27711,,,62,Durham,Population <500 and Cases <5,,,11690491.0200195,25227.7794868175
214,27712,507.0,21.0,22055,Durham,,213.103604624802,229.879845839946,952678558.948486,239427.124284805
215,27713,1027.0,5.0,53996,Durham,,174.642566116009,190.199274020298,1004016276.63342,186930.768828538
216,27801,724.0,16.0,21556,Rocky Mount,,315.921321209872,335.869363518278,1947625744.14368,298032.749540484
217,27803,712.0,9.0,22337,Rocky Mount,,298.607691274567,318.753637462506,1209689022.16736,314786.382274833
218,27804,1218.0,47.0,29160,Rocky Mount,,388.203017832647,417.695473251029,1207912397.80139,237805.719395058
219,27805,103.0,1.0,3769,Aulander,,265.322366675511,273.282037675776,3260348789.01416,427031.578041759
220,27806,33.0,2.0,2441,Aurora,,126.997132322819,135.190495698484,3806890944.80762,575449.481817415
221,27807,313.0,4.0,6940,Bailey,,416.4265129683,451.008645533141,1393278091.89233,266050.599193056
222,27808,46.0,1.0,2481,Bath,,177.347843611447,185.409109230149,1375581489.5946,320371.987641635
223,27809,194.0,3.0,5254,Battleboro,,348.306052531405,369.242481918538,2127311815.53979,418206.140952668
224,27810,82.0,1.0,4224,Belhaven,,170.454545454545,194.128787878788,5320714553.85889,863428.562860575
225,27812,118.0,0.0,2951,Bethel,,359.200271094544,399.864452727889,1796512894.90283,307599.921723871
226,27813,13.0,0.0,687,Black Creek,,116.448326055313,189.228529839884,17954681.8726807,21851.3845296183
227,27814,39.0,1.0,1801,Blounts Creek,,205.441421432537,216.546363131594,2084052221.88855,349050.345630614
228,27816,78.0,0.0,2634,Castalia,,277.145026575551,296.127562642369,1727056405.90051,269780.663460198
229,27817,210.0,1.0,7777,Chocowinity,,259.74025974026,270.02700270027,3011254799.10022,441922.251479678
230,27818,50.0,0.0,1269,Como,,370.37037037037,394.011032308905,1775223218.97412,291672.91933713
231,27820,58.0,2.0,3292,Conway,,173.14702308627,176.184690157959,1787180209.86865,300570.413456991
232,27821,,,343,Edward,Population <500 and Cases <5,,,180879118.265869,102716.617789089
233,27822,314.0,3.0,9119,Elm City,,305.954600285119,344.336001754578,2421416079.34338,500329.938801193
234,27823,206.0,3.0,7812,Enfield,,250.89605734767,263.696876600102,5279947738.18738,591795.38238411
235,27824,25.0,0.0,1540,Engelhard,,162.337662337662,162.337662337662,5755622445.56714,766498.765242208
236,27826,39.0,2.0,1245,Fairfield,,313.253012048193,313.253012048193,5502010014.61365,681909.128335756
237,27827,10.0,0.0,99,Falkland,,707.070707070707,1010.10101010101,6818760.54968262,12365.1347191574
238,27828,224.0,3.0,9031,Farmville,,223.674011737349,248.03454766914,1954373169.79175,304535.643741104
239,27829,57.0,1.0,1872,Fountain,,293.803418803419,304.48717948718,1242859232.87109,276952.810668188
240,27830,125.0,1.0,4858,Fremont,,247.015232606011,257.307533964594,1661392631.86707,301522.072838785
241,27831,107.0,2.0,3588,Garysburg,,273.132664437012,298.216276477146,1733783751.73071,369102.732751728
242,27832,121.0,3.0,2912,Gaston,,374.313186813187,415.521978021978,1029571544.94922,217897.088475999
243,27834,2159.0,17.0,57505,Greenville,,341.709416572472,375.44561342492,5082356628.8689,890421.476518531
244,27837,159.0,2.0,6506,Grimesland,,232.093452197971,244.389794036274,1710764546.60681,462288.004070908
245,27839,67.0,1.0,3702,Halifax,,180.983252296056,180.983252296056,3728459644.54443,454921.143892168
246,27840,33.0,2.0,535,Hamilton,,542.056074766355,616.822429906542,127567387.286499,59155.8177418193
247,27841,,,84,Hassell,,,595.238095238095,5972995.94189453,12505.2057352129
248,27842,14.0,0.0,1436,Henrico,,90.5292479108635,97.4930362116992,414285932.678223,116849.514846702
249,27843,43.0,0.0,946,Hobgood,,443.974630021142,454.545454545455,1458584246.23853,232329.162988765
250,27844,101.0,1.0,3039,Hollister,,312.602829878249,332.346166502139,1251113401.94934,274076.283965929
251,27845,46.0,0.0,2841,Jackson,,116.156282998944,161.914818725801,2842001076.66528,416912.567186113
252,27846,67.0,1.0,3069,Jamesville,,192.245030954708,218.312153796025,3050744149.28796,442133.927899832
253,27847,31.0,0.0,1071,Kelford,,242.763772175537,289.449112978525,1048559305.60547,265580.578438826
254,27849,50.0,2.0,1483,Lewiston Woodville,,323.668240053945,337.154416722859,2062202839.65674,367759.436044123
255,27850,103.0,2.0,7413,Littleton,,114.663429111021,138.945096452179,5554617534.52942,570792.398502674
256,27851,198.0,2.0,5595,Lucama,,327.077747989276,353.887399463807,1253082833.57764,200836.347936783
257,27852,77.0,0.0,3454,Macclesfield,,208.45396641575,222.929936305732,1418996205.83582,268041.951522527
258,27853,17.0,0.0,436,Margarettsville,,389.908256880734,389.908256880734,1061331085.73535,233986.055045062
259,27855,169.0,1.0,6105,Murfreesboro,,268.632268632269,276.822276822277,1379257056.24951,246550.621363096
260,27856,643.0,9.0,17301,Nashville,,329.460724813595,371.654817640599,3696764195.94336,508647.139191863
261,27857,58.0,2.0,1601,Oak City,,356.027482823236,362.273579013117,2180191629.70935,354763.313675516
262,27858,2287.0,9.0,58170,Greenville,,378.545642083548,393.157985215747,1683129152.90881,395293.630437
263,27860,63.0,1.0,2062,Pantego,,286.129970902037,305.52861299709,4384086912.80859,475177.331131482
264,27862,12.0,1.0,945,Pendleton,,116.402116402116,126.984126984127,1337735767.81812,305131.144563485
265,27863,376.0,4.0,12670,Pikeville,,273.875295974743,296.764009471192,1822358483.62146,414140.550515842
266,27864,202.0,2.0,4823,Pinetops,,387.725482065105,418.826456562306,1058515929.69434,223861.53375515
267,27865,34.0,1.0,2003,Pinetown,,164.752870693959,169.745381927109,3183419700.15735,407140.115990912
268,27866,30.0,1.0,672,Pleasant Hill,,446.428571428571,446.428571428571,548856343.547363,183824.668332886
269,27869,110.0,12.0,2167,Rich Square,,475.311490539917,507.61421319797,2314340977.34839,283794.508144883
270,27870,819.0,17.0,26633,Roanoke Rapids,,276.348890474224,307.513235459768,1958976214.39966,237465.130853914
271,27871,115.0,3.0,4466,Robersonville,,246.305418719212,257.501119570085,2640265625.23401,370404.169208956
