OBJECTID,ZIPCode,Cases,Deaths,TotalPop,Place,Note,RatePer10K,Shape__Area,Shape__Length
59,27244,471.0,4.0,16259,Elon,,289.685712528446,1541989025.453,399696.340130384
60,27248,90.0,3.0,4835,Franklinville,,186.142709410548,942909114.352783,215710.992817749
61,27249,224.0,2.0,13355,Gibsonville,,167.727442905279,1679803774.77087,397477.611919868
62,27252,17.0,1.0,2264,Goldston,,75.0883392226148,1142470673.17163,220926.147155476
63,27253,1092.0,10.0,31464,Graham,,347.063310450038,2351372927.78931,521476.969804177
64,27258,182.0,3.0,7740,Haw River,,235.142118863049,473631125.268677,312686.877842211
65,27260,696.0,16.0,25696,High Point,,270.859277708593,348441568.963501,133229.878739789
66,27262,611.0,6.0,24764,High Point,,246.729122920368,368730084.700928,171087.864383377
67,27263,601.0,10.0,22320,High Point,,269.26523297491,1121512604.52234,249658.228757679
68,27265,980.0,25.0,50038,High Point,,195.851153123626,1172957282.41284,307481.490778656
69,27268,200.0,0.0,1695,High Point,,1179.94100294985,2495618.64758301,8251.66869064816
70,27278,440.0,1.0,27181,Hillsborough,,161.877782274383,2885765742.02771,502574.675043234
71,27281,77.0,0.0,3710,Jackson Springs,,207.547169811321,2095606802.2608,479969.724586594
72,27282,304.0,6.0,16597,Jamestown,,183.165632343195,404066994.873657,168803.970950205
73,27283,50.0,1.0,2982,Julian,,167.67270288397,711286368.914917,161239.518798817
74,27284,1111.0,13.0,56201,Kernersville,,197.683315243501,2233069317.10205,420748.080109325
75,27288,559.0,6.0,23585,Eden,,237.015051939792,1951079100.05676,304615.616752016
76,27291,40.0,0.0,1538,Leasburg,,260.078023407022,1492904663.44434,314720.365319101
77,27292,885.0,7.0,41465,Lexington,,213.433015796455,4270233445.18579,407599.915340798
78,27295,794.0,16.0,39191,Lexington,,202.597535148376,3631502180.53174,466742.919509858
79,27298,184.0,0.0,10440,Liberty,,176.245210727969,2639148530.03284,431527.987760386
80,27299,123.0,0.0,5254,Linwood,,234.107346783403,822543412.257813,203597.604040365
81,27301,156.0,2.0,10019,Mc Leansville,,155.704162092025,900133716.655151,287107.537324028
82,27302,596.0,0.0,32302,Mebane,,184.508699151755,3198656461.27478,644303.59427532
83,27305,51.0,1.0,1585,Milton,,321.766561514196,687167820.539429,263836.485514183
84,27306,195.0,6.0,5945,Mount Gilead,,328.006728343145,5305900334.83325,426306.558627535
85,27310,120.0,1.0,8562,Oak Ridge,,140.154169586545,526240082.103149,140986.043049622
86,27311,50.0,0.0,3220,Pelham,,155.27950310559,1338371966.32642,293760.993606137
87,27312,286.0,23.0,22205,Pittsboro,,128.799819860392,5005768374.64233,617961.777569282
88,27313,142.0,17.0,7288,Pleasant Garden,,194.840834248079,760352714.59021,181619.740165306
89,27314,15.0,0.0,1138,Prospect Hill,,131.810193321617,773578280.842896,162162.976448062
90,27315,24.0,0.0,2140,Providence,,112.14953271028,697810511.310425,179457.95829655
91,27316,261.0,12.0,7156,Ramseur,,364.72889882616,1975410509.03577,278228.393914438
92,27317,382.0,6.0,17851,Randleman,,213.993613803148,1700826686.43616,339539.515262609
93,27320,642.0,9.0,38894,Reidsville,,165.064020157351,6966725984.64832,658218.836963247
94,27325,272.0,2.0,7676,Robbins,,354.351224596144,2401051783.47894,409075.895347679
95,27326,62.0,2.0,3692,Ruffin,,167.930660888407,1884156536.74561,359587.547530237
96,27330,1312.0,16.0,39529,Sanford,,331.908219282046,6011213414.18433,528161.840140257
97,27332,928.0,5.0,33549,Sanford,,276.610331157412,2996782209.29614,417113.164836099
98,27340,,,34,Saxapahaw,Population <500 and Cases <5,,694758.987792969,3852.87240074502
99,27341,92.0,0.0,5820,Seagrove,,158.07560137457,2678433259.4787,311632.157547413
100,27343,21.0,0.0,1840,Semora,,114.130434782609,1390260353.39624,348769.311430722
101,27344,1027.0,22.0,19290,Siler City,,532.400207361327,4591228058.44531,607903.308882544
102,27349,75.0,1.0,5850,Snow Camp,,128.205128205128,1831279532.651,381750.490582419
103,27350,121.0,0.0,7508,Sophia,,161.161427810336,1066449848.573,204602.636460839
104,27355,68.0,0.0,3196,Staley,,212.765957446809,1016358702.6969,245160.332752788
105,27356,96.0,1.0,3513,Star,,273.270708795901,1815293543.21783,348288.37985576
106,27357,157.0,1.0,8325,Stokesdale,,188.588588588589,1273124268.28796,223115.118835702
107,27358,256.0,1.0,15960,Summerfield,,160.401002506266,1557557662.14905,323017.176053331
108,27360,1293.0,15.0,48331,Thomasville,,267.530156628251,2458732404.91687,372395.85217249
109,27370,284.0,1.0,14622,Trinity,,194.227875803584,1663817222.16028,344702.900725307
110,27371,272.0,3.0,7778,Troy,,349.704294163024,4076136455.00793,473833.643450898
111,27376,194.0,6.0,9884,West End,,196.276811007689,1781050002.06519,320932.333330313
112,27377,188.0,0.0,9597,Whitsett,,195.894550380327,736936774.92627,183024.518653502
113,27379,127.0,3.0,6057,Yanceyville,,209.674756480106,2663338769.75159,422550.665080929
114,27401,464.0,10.0,20221,Greensboro,,229.464418179121,171748092.127686,100334.769337553
115,27403,341.0,9.0,21278,Greensboro,,160.25942287809,159396286.028687,87465.2545388649
116,27405,1248.0,19.0,52510,Greensboro,,237.669015425633,886695637.391357,284328.526421691
117,27406,1263.0,46.0,60755,Greensboro,,207.884124763394,1894160074.00403,327705.317343953
118,27407,1149.0,15.0,49837,Greensboro,,230.551598210165,840498790.451172,227731.576408348
119,27408,264.0,1.0,17406,Greensboro,,151.671837297484,221403500.549561,80148.1616765212
120,27409,324.0,3.0,17953,Greensboro,,180.471230435025,603872824.646484,239783.02449594
121,27410,750.0,7.0,56968,Greensboro,,131.652857744699,859363574.914917,272309.563854046
122,27411,8.0,0.0,847,Greensboro,,94.4510035419126,713742.998291016,5860.23208289576
123,27412,9.0,0.0,1886,Greensboro,,47.7200424178155,4771290.83532715,13054.7888333439
124,27455,474.0,11.0,29197,Greensboro,,162.345446449978,816075696.678345,198282.860420201
125,27498,,,13,Greensboro,Population <500 and Cases <5,,3369264.12316895,7774.18760349114
126,27501,497.0,2.0,21338,Angier,,232.917799231418,1683348454.90833,329143.189780915
127,27502,527.0,4.0,43747,Apex,,120.465403341943,840126405.51062,242725.298081049
128,27503,43.0,0.0,7222,Bahama,,59.5402935474938,1054708975.44934,246183.053747647
129,27504,424.0,6.0,16320,Benson,,259.803921568627,2584462015.08862,486262.181304732
130,27505,191.0,5.0,7308,Broadway,,261.35741652983,1509842573.20557,320128.840505679
131,27507,43.0,1.0,2053,Bullock,,209.449585971749,1354883649.98218,266873.357504053
132,27508,56.0,0.0,2340,Bunn,,239.316239316239,312599782.273071,114289.902416244
133,27509,759.0,28.0,6935,Butner,,1094.44844989185,507253453.414795,156294.942704551
134,27510,313.0,4.0,14543,Carrboro,,215.22381901946,88705554.5671387,57867.6032694508
135,27511,529.0,3.0,34041,Cary,,155.400840163332,333520579.048462,98702.6527265331
136,27513,522.0,4.0,49003,Cary,,106.524090361815,474399121.186279,162336.294574525
137,27514,774.0,21.0,32847,Chapel Hill,,235.637957804366,579057212.663452,190879.985276748
138,27516,834.0,12.0,44117,Chapel Hill,,189.042772627332,2564236091.9281,438904.079251583
139,27517,409.0,5.0,28831,Chapel Hill,,141.861191079047,1520140847.99951,299162.993678501
140,27518,249.0,1.0,22765,Cary,,109.378431803207,262665807.612671,130741.025823352
141,27519,582.0,4.0,59960,Cary,,97.0647098065377,609072010.422363,166930.324843009
142,27520,1156.0,28.0,43958,Clayton,,262.978297465763,1962402119.35425,374945.851452289
143,27521,177.0,2.0,7149,Coats,,247.587075115401,721041350.168091,174373.299688566
144,27522,294.0,1.0,13652,Creedmoor,,215.353061822444,2172960809.67273,361578.814896966
145,27523,170.0,0.0,12782,Apex,,132.999530589892,1210964088.06177,294058.887697931
146,27524,460.0,4.0,13532,Four Oaks,,339.934968962459,3831785222.9375,530912.577014992
147,27525,320.0,1.0,15534,Franklinton,,205.999742500322,2660281050.9928,421324.476104612
148,27526,846.0,14.0,54027,Fuquay Varina,,156.588372480426,2787678657.25134,460586.982042285
149,27527,533.0,1.0,30234,Clayton,,176.291592247139,1261348608.45837,213730.175971786
150,27529,1190.0,28.0,53854,Garner,,220.96780183459,1666161335.17407,336033.618547781
151,27530,1121.0,27.0,40212,Goldsboro,,278.772505719686,2920081393.96802,465673.796837526
152,27531,3.0,0.0,666,Goldsboro,,45.045045045045,123956304.007813,71472.4653387502
153,27534,986.0,20.0,31819,Goldsboro,,309.877746000817,1995982542.31616,394454.137280507
154,27536,511.0,32.0,16459,Henderson,,310.468436721551,359552678.037964,148817.062353839
155,27537,580.0,13.0,25321,Henderson,,229.058883930334,5545289733.50195,795404.906342346
156,27539,366.0,3.0,26567,Apex,,137.764896299921,805959451.628174,335082.894750929
157,27540,551.0,1.0,39075,Holly Springs,,141.010876519514,1299006108.57275,339054.617126205
158,27541,56.0,1.0,4044,Hurdle Mills,,138.476755687438,1979862536.66309,328579.598479954
159,27542,215.0,3.0,10043,Kenly,,214.079458329185,2499059670.1123,366253.348192187
160,27544,70.0,1.0,4291,Kittrell,,163.132137030995,1645813165.28467,322022.503716068
161,27545,838.0,22.0,30327,Knightdale,,276.321429749069,885541868.759766,219250.012614228
162,27546,678.0,37.0,22436,Lillington,,302.192904261009,3433026188.83105,510775.88711738
163,27549,617.0,28.0,25224,Louisburg,,244.608309546464,6636124442.18066,817297.028533166
164,27551,27.0,1.0,2205,Macon,,122.448979591837,2443966870.98499,402849.299843212
165,27553,45.0,0.0,2030,Manson,,221.674876847291,1245206626.07959,217969.561788749
166,27556,10.0,0.0,298,Middleburg,,335.570469798658,67850312.0914307,63490.7222823736
167,27557,211.0,2.0,9214,Middlesex,,228.999348817018,2046463550.40088,338861.342265204
168,27559,38.0,0.0,2874,Moncure,,132.219902574809,1458825370.29968,366837.077035256
169,27560,452.0,3.0,33691,Morrisville,,134.160458282627,794384947.373291,268297.11970144
170,27562,36.0,0.0,2791,New Hill,,128.986026513794,1862081556.93738,349507.762295745
171,27563,115.0,1.0,5312,Norlina,,216.490963855422,1943381370.69177,412640.540954252
172,27565,768.0,25.0,26057,Oxford,,294.738457995932,9219811779.9552,826827.222809144
173,27569,279.0,0.0,8984,Princeton,,310.552092609083,2107084820.73511,313917.550563748
174,27571,105.0,0.0,7385,Rolesville,,142.18009478673,149121249.193359,94251.9264704589
175,27572,79.0,1.0,7316,Rougemont,,107.982504100601,3003228111.9873,397658.617230022
176,27573,199.0,9.0,11561,Roxboro,,172.130438543379,501787874.430542,219611.309648669
177,27574,233.0,0.0,15232,Roxboro,,152.96743697479,5527133817.3114,691755.452465683
178,27576,731.0,8.0,20197,Selma,,361.934940832797,2407427117.65723,339571.106645256
179,27577,910.0,6.0,25214,Smithfield,,360.910605219323,2877290650.99841,416726.966278933
180,27581,68.0,0.0,3956,Stem,,171.890798786653,1038615853.81189,246789.101888964
181,27583,138.0,0.0,7012,Timberlake,,196.805476326298,1327957318.65857,326956.719649922
182,27587,1223.0,31.0,74087,Wake Forest,,165.076194204111,3132804734.81897,700749.84181148
183,27589,203.0,4.0,8312,Warrenton,,244.225216554379,4790731000.68542,626837.217934379
184,27591,582.0,4.0,23448,Wendell,,248.208802456499,1913446220.02844,380727.392057269
185,27592,317.0,1.0,17368,Willow Spring,,182.519576232151,1090932847.86865,312475.180771683
186,27596,303.0,1.0,18655,Youngsville,,162.422942910748,1519151285.28821,344366.073155402
187,27597,551.0,6.0,25494,Zebulon,,216.129285322037,3191967656.80884,568385.679042481
188,27599,15.0,0.0,0,Chapel Hill,,,4275416.30163574,15555.1510255833
189,27601,201.0,2.0,12139,Raleigh,,165.582008402669,49970514.2080078,41226.7428180515
190,27603,1268.0,5.0,55479,Raleigh,,228.554948719335,1420350588.63403,346107.072534996
191,27604,1374.0,31.0,47645,Raleigh,,288.38283135691,550434833.049927,194088.121184431
192,27605,117.0,3.0,5253,Raleigh,,222.729868646488,26954475.7900391,26465.2700663817
193,27606,939.0,2.0,47938,Raleigh,,195.878009095081,750229681.939209,267151.497057326
194,27607,731.0,3.0,30296,Raleigh,,241.285978346976,519162282.902344,200611.380547666
195,27608,197.0,1.0,11603,Raleigh,,169.783676635353,91889809.9622803,55583.7467967219
196,27609,818.0,13.0,38631,Raleigh,,211.74704253061,310136046.756592,95880.163026763
197,27610,2731.0,46.0,74203,Raleigh,,368.044418689271,1211166911.84558,327751.489063642
198,27612,657.0,6.0,39208,Raleigh,,167.567843297286,428868509.332275,164483.082879678
199,27613,625.0,8.0,46521,Raleigh,,134.347928892328,675406849.409912,184431.643996557
200,27614,489.0,8.0,37689,Raleigh,,129.74607975802,829063194.918701,218912.319813944
201,27615,771.0,20.0,46038,Raleigh,,167.470350579956,525952454.993774,134192.839940925
202,27616,1389.0,7.0,55260,Raleigh,,251.357220412595,646426991.218628,201092.505637391
203,27617,284.0,1.0,19511,Raleigh,,145.558915483573,230483847.672241,125016.743498849
204,27701,772.0,6.0,26489,Durham,,291.441730529654,147212202.097778,89264.6755119976
205,27703,1985.0,12.0,61351,Durham,,323.548108425291,1376809528.09961,349864.156739061
206,27704,1755.0,18.0,39369,Durham,,445.782214432676,1307759376.10449,279407.953507315
207,27705,1463.0,46.0,48078,Durham,,304.297183743084,1155101566.94189,288440.086812307
208,27706,,,10,Durham,Population <500 and Cases <5,,1281872.18347168,6816.757693542
209,27707,1292.0,5.0,47036,Durham,,274.683221362361,551326002.510864,228660.826032165
210,27708,17.0,0.0,4635,Durham,,36.6774541531823,24140532.868042,39624.2440738689
211,27709,26.0,0.0,4,Durham,,,166810196.870483,93465.8554704913
212,27710,,,0,Durham,,,3645590.83996582,9509.21127183631
213,27711,,,62,Durham,Population <500 and Cases <5,,11690491.0200195,25227.7794868175
214,27712,457.0,21.0,22055,Durham,,207.209249603265,952678558.948486,239427.124284805
215,27713,921.0,5.0,53996,Durham,,170.568190236314,1004016276.63342,186930.768828538
216,27801,662.0,15.0,21556,Rocky Mount,,307.10706995732,1947625744.14368,298032.749540484
217,27803,631.0,7.0,22337,Rocky Mount,,282.490934324215,1209689022.16736,314786.382274833
218,27804,1089.0,42.0,29160,Rocky Mount,,373.456790123457,1207912397.80139,237805.719395058
219,27805,99.0,0.0,3769,Aulander,,262.669143008756,3260348789.01416,427031.578041759
220,27806,30.0,1.0,2441,Aurora,,122.900450634986,3806890944.80762,575449.481817415
221,27807,269.0,3.0,6940,Bailey,,387.608069164265,1393278091.89233,266050.599193056
222,27808,43.0,1.0,2481,Bath,,173.317210802096,1375581489.5946,320371.987641635
223,27809,177.0,2.0,5254,Battleboro,,336.886181956605,2127311815.53979,418206.140952668
224,27810,69.0,1.0,4224,Belhaven,,163.352272727273,5320714553.85889,863428.562860575
225,27812,100.0,0.0,2951,Bethel,,338.868180277872,1796512894.90283,307599.921723871
226,27813,7.0,0.0,687,Black Creek,,101.892285298399,17954681.8726807,21851.3845296183
227,27814,36.0,1.0,1801,Blounts Creek,,199.888950583009,2084052221.88855,349050.345630614
228,27816,71.0,0.0,2634,Castalia,,269.552012148823,1727056405.90051,269780.663460198
229,27817,190.0,1.0,7777,Chocowinity,,244.310145300244,3011254799.10022,441922.251479678
230,27818,47.0,0.0,1269,Como,,370.37037037037,1775223218.97412,291672.91933713
231,27820,56.0,2.0,3292,Conway,,170.109356014581,1787180209.86865,300570.413456991
232,27821,,,343,Edward,Population <500 and Cases <5,,180879118.265869,102716.617789089
233,27822,271.0,3.0,9119,Elm City,,297.181708520671,2421416079.34338,500329.938801193
234,27823,191.0,2.0,7812,Enfield,,244.495647721454,5279947738.18738,591795.38238411
235,27824,24.0,0.0,1540,Engelhard,,155.844155844156,5755622445.56714,766498.765242208
236,27826,39.0,2.0,1245,Fairfield,,313.253012048193,5502010014.61365,681909.128335756
237,27827,7.0,0.0,99,Falkland,,707.070707070707,6818760.54968262,12365.1347191574
238,27828,199.0,2.0,9031,Farmville,,220.352120473923,1954373169.79175,304535.643741104
239,27829,53.0,1.0,1872,Fountain,,283.119658119658,1242859232.87109,276952.810668188
240,27830,115.0,1.0,4858,Fremont,,236.722931247427,1661392631.86707,301522.072838785
241,27831,96.0,2.0,3588,Garysburg,,267.558528428094,1733783751.73071,369102.732751728
242,27832,102.0,0.0,2912,Gaston,,350.274725274725,1029571544.94922,217897.088475999
243,27834,1900.0,15.0,57505,Greenville,,330.406051647683,5082356628.8689,890421.476518531
244,27837,146.0,2.0,6506,Grimesland,,224.408238549032,1710764546.60681,462288.004070908
245,27839,58.0,1.0,3702,Halifax,,156.67206915181,3728459644.54443,454921.143892168
246,27840,27.0,2.0,535,Hamilton,,504.672897196262,127567387.286499,59155.8177418193
247,27841,,,84,Hassell,Population <500 and Cases <5,,5972995.94189453,12505.2057352129
248,27842,13.0,0.0,1436,Henrico,,90.5292479108635,414285932.678223,116849.514846702
249,27843,41.0,0.0,946,Hobgood,,433.403805496829,1458584246.23853,232329.162988765
250,27844,95.0,1.0,3039,Hollister,,312.602829878249,1251113401.94934,274076.283965929
251,27845,32.0,0.0,2841,Jackson,,112.63639563534,2842001076.66528,416912.567186113
252,27846,59.0,1.0,3069,Jamesville,,192.245030954708,3050744149.28796,442133.927899832
253,27847,26.0,0.0,1071,Kelford,,242.763772175537,1048559305.60547,265580.578438826
254,27849,47.0,2.0,1483,Lewiston Woodville,,316.925151719488,2062202839.65674,367759.436044123
255,27850,77.0,1.0,7413,Littleton,,103.871576959396,5554617534.52942,570792.398502674
256,27851,171.0,1.0,5595,Lucama,,305.630026809652,1253082833.57764,200836.347936783
257,27852,70.0,0.0,3454,Macclesfield,,202.663578459757,1418996205.83582,268041.951522527
258,27853,17.0,0.0,436,Margarettsville,,389.908256880734,1061331085.73535,233986.055045062
259,27855,163.0,1.0,6105,Murfreesboro,,266.994266994267,1379257056.24951,246550.621363096
260,27856,538.0,7.0,17301,Nashville,,310.964684122305,3696764195.94336,508647.139191863
261,27857,51.0,2.0,1601,Oak City,,318.550905683948,2180191629.70935,354763.313675516
262,27858,2167.0,9.0,58170,Greenville,,372.528794911466,1683129152.90881,395293.630437
263,27860,59.0,1.0,2062,Pantego,,286.129970902037,4384086912.80859,475177.331131482
264,27862,11.0,1.0,945,Pendleton,,116.402116402116,1337735767.81812,305131.144563485
265,27863,330.0,1.0,12670,Pikeville,,260.457774269929,1822358483.62146,414140.550515842
266,27864,177.0,2.0,4823,Pinetops,,366.991499066971,1058515929.69434,223861.53375515
267,27865,33.0,1.0,2003,Pinetown,,164.752870693959,3183419700.15735,407140.115990912
268,27866,29.0,1.0,672,Pleasant Hill,,431.547619047619,548856343.547363,183824.668332886
269,27869,102.0,12.0,2167,Rich Square,,470.696815874481,2314340977.34839,283794.508144883
270,27870,711.0,17.0,26633,Roanoke Rapids,,266.962039574963,1958976214.39966,237465.130853914
271,27871,109.0,3.0,4466,Robersonville,,244.066278549037,2640265625.23401,370404.169208956
272,27872,10.0,0.0,429,Roxobel,,233.100233100233,78668396.3901367,60062.9164687203
273,27874,125.0,2.0,4766,Scotland Neck,,262.274443978179,3988089594.78687,425091.541566969
274,27875,7.0,0.0,511,Scranton,,136.986301369863,1462926064.75208,668994.049821798
275,27876,38.0,1.0,1290,Seaboard,,294.573643410853,1161065802.28784,286123.221519332
276,27880,120.0,0.0,3280,Sims,,365.853658536585,661768421.449585,178936.521495753
277,27881,,,323,Speed,Population <500 and Cases <5,,45624486.2655029,35379.3892263349
278,27882,347.0,5.0,7927,Spring Hope,,437.744417812539,2721376125.90833,404465.358087667
279,27883,115.0,1.0,4361,Stantonsburg,,263.700986012382,2149873597.18677,378850.12800901
280,27884,39.0,0.0,1545,Stokes,,252.427184466019,1118165618.53992,178810.199825372
281,27885,98.0,3.0,859,Swanquarter,,1140.86146682189,3236637890.30994,778832.459471456
282,27886,897.0,34.0,21595,Tarboro,,415.373929150266,5534275751.92761,530150.851444626
283,27888,90.0,0.0,2803,Walstonburg,,321.08455226543,1661899290.0293,260588.447365408
284,27889,930.0,36.0,27543,Washington,,337.6538503431,4746901259.41052,624948.845007958
285,27890,56.0,3.0,2398,Weldon,,233.527939949958,250295126.203369,88214.5142201125
286,27891,145.0,6.0,5011,Whitakers,,289.363400518859,3802342458.24487,551887.618669609
287,27892,422.0,9.0,14363,Williamston,,293.810485274664,4740161664.64209,528153.604658045
288,27893,1595.0,39.0,40647,Wilson,,392.402883361626,3134674028.43115,441390.734015219
289,27896,607.0,14.0,21212,Wilson,,286.15877805016,1013992738.34033,260787.736893695
290,27897,58.0,1.0,2467,Woodland,,235.103364410215,1262848506.99878,250563.523857377
291,27909,819.0,35.0,40958,Elizabeth City,,199.960935592558,6356628470.42627,720925.199090358
292,27910,549.0,31.0,11609,Ahoskie,,472.908949952623,3854004911.8667,558805.248838311
293,27915,10.0,0.0,758,Avon,,131.926121372032,132797325.68457,159985.858445685
294,27916,3.0,0.0,554,Aydlett,,54.1516245487365,175446906.710938,88834.9392660151
295,27917,6.0,0.0,1084,Barco,,55.3505535055351,583346697.773926,150643.300800981
296,27919,26.0,1.0,1211,Belvidere,,214.698596201486,1805677755.21484,260299.205087965
297,27920,31.0,0.0,1415,Buxton,,219.081272084806,251417477.481567,169552.58818934
298,27921,64.0,3.0,5366,Camden,,119.269474468878,2216306760.15601,371309.805402765
299,27922,29.0,1.0,1107,Cofield,,261.96928635953,1372106941.59424,230585.938382193
300,27923,2.0,0.0,990,Coinjock,,20.2020202020202,442853112.258789,222994.427279021
301,27924,95.0,3.0,3509,Colerain,,270.732402393844,2545571117.46045,325068.518729581
302,27925,130.0,3.0,4164,Columbia,,312.199807877041,9421043776.67224,822613.133571787
303,27926,21.0,0.0,1965,Corapeake,,106.870229007634,1084179276.0813,176947.978129327
304,27927,7.0,0.0,613,Corolla,,114.192495921697,685869287.21875,1266393.74615984
305,27928,53.0,1.0,1888,Creswell,,280.720338983051,3736346955.86023,344143.792077436
306,27929,13.0,0.0,1949,Currituck,,66.7008722421755,352573124.774658,146317.944454099
307,27932,439.0,9.0,12644,Edenton,,347.200253084467,3509551689.6084,391797.495792958
308,27935,24.0,2.0,1674,Eure,,143.36917562724,1443577833.21069,213483.780281898
309,27936,10.0,1.0,961,Frisco,,104.058272632674,134638106.065186,108288.074251882
310,27937,69.0,1.0,4253,Gates,,162.238419938867,2407949124.70361,290137.740864669
311,27938,20.0,0.0,1430,Gatesville,,139.86013986014,1202645918.03784,229961.178585235
312,27939,15.0,0.0,3370,Grandy,,44.5103857566766,296874050.40332,237784.484514939
313,27941,5.0,0.0,670,Harbinger,,74.6268656716418,66348159.842041,42125.3614314887
